id,title,description,categories,tags,image,price,weight,pieces,label,my_order,created_at,updated_at
165,Чука сорадо,"Водорості хіяші вакаме, кунжут, горіховий соус.",5,,салат_чука.jpg,60.0,120,0,,171,2018-04-30 18:36:50,2018-06-06 20:38:30
166,Салат грецький,"Помідор, огірок, перець болгарський,  маслини, сир фета, цибуля кримська солодка, орегано, оливкова олія.",5,,грецький.jpg,70.0,200,0,2,172,2018-04-30 18:49:42,2018-10-23 23:33:08
167,Рол з фетою,"Норі, рис, огірок, помідор, перець болгарський, сир фета, лист салата, кунжут.",2,8,Грецький_рол.jpg,67.0,190,0,2,173,2018-05-02 14:40:26,2018-10-23 23:34:44
168,Вегетаріанський рол,"Норі, рис, сир тофу, помідор, авокадо,  огірок, лист салата.",2,"6,7,8",Вегетаріанський.jpg,62.0,200,0,2,174,2018-05-02 14:42:39,2018-07-21 10:38:25
169,Рол зі смаженим лососем,"Норі, рис, сир філадельфія, лосось тереякі, лист салата, кунжут.",2,1,2_рол.jpg,77.0,180,0,2,175,2018-05-02 14:56:00,2018-07-23 12:47:42
170,Грецька 32 см,"Тісто, соус, моцарелла, перець болгарський, помідорки чері, сир фета, рукола, цибуля кримська.",7,8,ГРЕЦЬКА.jpg,116.0,500,0,2,176,2018-05-14 11:16:28,2018-10-23 22:35:45
172,Руколона 50 см,"Тісто, соус, моцарелла, шинка, бекон, ананас, помідор, рукола.",8,8,РУКОЛОНА_50.jpg,220.0,1000,0,3,177,2018-05-14 11:20:07,2018-10-23 22:25:39
173,Грецька 50 см,"Тісто, соус, моцарелла, перець болгарський, помідорки чері, сир фета, рукола, цибуля кримська.",8,8,ГРЕЦЬКА_50.jpg,210.0,1000,0,3,178,2018-05-14 11:21:09,2018-10-23 22:14:46
176,Прошутто 50 см,"Тісто, соус, моцарелла, прошутто крудо, помідорки чері, рукола, пармезан.",8,,прошуто_рукола_черы_50_1.jpg,259.0,1000,8,3,179,2018-05-26 13:17:35,2018-10-23 22:14:04
188,Карбонара 50 см,"Тісто, вершково-яєчний соус, бекон, шампіньйони, пармезан.",8,,450_50_савм1.jpg,210.0,950,8,2,180,2018-07-21 11:23:36,2018-10-23 22:13:23
