id,product,count
560,140,1
561,149,1
562,165,1
563,20,1
564,21,1
565,23,1
566,62,1
567,45,1
568,73,1
569,118,1
570,80,1
571,80,1
572,140,1
573,152,1
574,34,1
575,88,1
576,132,1
577,129,1
578,118,1
579,114,1
580,80,1
581,154,1
582,39,1
584,62,1
585,125,1
587,116,1
588,21,1
589,152,1
590,154,1
591,118,1
592,21,1
593,88,1
594,73,1
595,5,1
596,62,1
599,160,1
600,118,1
601,42,1
602,52,2
603,74,1
604,80,1
605,88,1
606,40,1
607,98,1
608,20,1
609,18,1
610,160,1
611,127,1
612,47,2
613,64,1
614,23,1
615,6,1
616,83,1
618,132,1
619,118,1
620,88,1
621,80,1
622,107,1
623,107,1
624,98,1
625,102,1
626,4,1
627,17,1
628,21,1
629,30,1
630,68,1
631,70,1
632,119,1
633,100,1
634,90,1
635,100,1
636,90,1
637,80,1
638,3,1
639,157,1
640,80,1
641,3,1
642,157,1
643,80,1
644,3,1
645,157,1
646,80,1
647,3,1
648,157,1
649,68,1
650,102,1
651,67,1
652,140,1
653,68,1
654,102,1
655,67,1
656,140,1
658,159,1
659,108,1
661,98,1
662,109,1
664,154,1
665,157,1
666,34,1
667,59,1
668,20,1
669,25,1
670,95,1
671,26,1
674,131,1
675,91,1
676,80,1
677,137,1
678,136,1
679,91,1
680,88,1
681,108,1
682,157,1
683,60,1
684,80,1
685,80,1
686,118,1
687,21,1
688,29,1
689,82,1
691,124,1
692,141,1
693,108,1
694,60,1
695,149,1
696,59,1
697,28,1
698,22,1
699,153,1
700,83,1
701,161,1
702,107,1
704,161,1
705,119,1
706,98,1
707,108,1
708,108,1
709,158,1
710,158,1
711,128,1
712,88,1
713,82,1
714,108,1
715,82,1
716,149,1
717,118,1
718,158,1
719,91,1
720,82,1
721,141,1
722,120,1
723,91,1
724,20,1
725,45,1
726,21,1
727,91,1
728,23,1
729,137,1
730,88,1
731,108,1
732,79,1
733,111,1
734,118,1
735,108,1
736,21,1
737,28,1
738,149,1
739,149,1
741,108,1
742,81,1
743,137,1
744,171,1
745,14,1
746,88,1
747,161,1
748,91,2
749,123,1
750,123,1
751,88,1
752,21,1
753,65,1
754,21,1
755,65,1
756,21,1
757,65,1
758,157,1
759,41,1
760,147,1
761,80,1
762,101,1
763,158,1
764,86,1
765,149,1
766,150,1
767,14,1
768,73,1
769,105,1
770,149,1
772,68,1
773,24,1
774,26,1
775,23,1
776,172,1
777,166,1
778,160,1
779,160,1
781,14,1
782,154,1
783,32,1
784,106,1
785,82,1
786,21,1
787,60,1
788,88,1
789,91,1
790,21,1
792,91,1
793,108,1
794,45,1
795,22,1
796,23,1
797,118,1
798,135,1
799,20,1
800,6,1
801,21,1
802,118,1
803,139,1
804,5,1
805,6,1
806,17,1
807,7,1
808,71,1
809,91,1
810,102,1
811,119,1
812,128,1
813,118,1
815,119,1
816,80,1
817,171,1
818,119,1
819,158,1
820,149,1
821,82,1
822,21,1
823,31,1
824,70,1
825,20,1
826,77,1
827,160,1
828,161,1
829,82,1
830,21,1
831,70,1
832,17,1
833,171,1
834,90,1
835,91,1
836,157,1
837,72,1
838,153,1
839,118,1
840,119,1
841,82,1
842,119,1
843,82,1
844,5,1
845,44,1
846,21,1
847,98,1
848,153,1
849,169,1
850,80,1
851,131,1
852,5,1
853,3,1
854,118,1
855,82,1
856,61,1
857,108,1
858,88,1
859,118,1
860,91,1
861,80,1
863,78,1
864,112,1
865,149,1
866,82,1
867,80,1
868,150,1
869,149,1
870,83,1
871,70,1
872,21,1
873,31,1
874,21,1
875,31,1
876,158,1
877,118,1
878,158,1
879,106,1
881,62,1
882,45,1
883,104,1
884,161,1
885,158,1
886,7,1
887,13,1
888,115,1
889,83,1
890,83,1
891,88,1
892,149,1
893,136,2
894,86,1
896,171,1
897,88,1
901,118,1
902,21,1
903,154,1
904,82,1
906,80,1
907,82,1
908,98,1
909,102,1
910,82,1
911,21,1
912,94,2
913,91,1
914,150,1
915,149,1
917,48,4
918,149,1
920,48,4
921,83,2
922,21,1
923,26,1
924,88,1
925,81,1
926,21,2
927,149,1
928,155,1
929,80,1
930,119,1
931,79,1
932,86,1
933,82,1
934,91,1
935,31,1
936,118,1
937,60,1
938,124,1
939,20,1
940,22,1
941,157,1
942,24,1
943,20,1
944,22,1
945,157,1
946,24,1
947,114,1
948,114,1
949,121,1
950,149,1
951,149,1
952,149,1
953,149,1
954,61,1
955,157,1
956,21,1
957,78,1
958,150,1
959,91,1
960,171,1
961,136,2
962,60,1
963,129,1
964,3,1
965,109,1
966,101,1
967,88,1
968,72,1
969,33,1
970,157,1
971,26,1
972,108,1
973,3,1
974,4,1
975,149,1
976,119,1
977,125,1
978,136,1
979,105,1
980,26,1
981,30,1
982,156,1
983,70,1
984,82,1
985,128,1
986,158,1
987,141,1
988,118,1
989,20,1
990,149,1
991,10,1
992,5,1
994,91,1
995,64,1
996,157,2
997,91,1
998,40,1
999,42,1
1000,74,1
1001,40,1
1002,153,1
1003,91,1
1004,19,1
1005,98,1
1006,91,1
1007,19,1
1008,98,1
1009,91,1
1010,19,1
1011,98,1
1012,91,1
1013,19,1
1014,98,1
1015,4,1
1016,20,1
1017,27,1
1018,40,1
1019,60,1
1020,62,1
1021,153,1
1022,4,1
1023,20,1
1024,27,1
1025,60,1
1026,62,1
1027,153,1
1028,79,1
1029,80,1
1030,106,1
1031,82,1
1032,127,1
1033,82,1
1034,158,1
1035,61,1
1036,153,1
1037,108,1
1038,81,1
1039,91,1
1040,105,1
1041,7,1
1042,40,1
1043,44,1
1044,73,1
1045,154,1
1046,174,1
1047,169,1
1048,62,1
1049,64,1
1050,3,1
1051,19,1
1052,108,1
1053,110,1
1054,82,1
1055,79,1
1056,171,1
1057,104,1
1058,116,1
1059,80,1
1060,171,1
1061,118,1
1062,8,1
1063,31,1
1064,20,1
1065,5,1
1066,93,1
1067,95,1
1068,20,1
1070,107,1
1071,83,1
1072,41,1
1073,8,1
1074,21,1
1075,153,1
1076,40,1
1077,45,1
1078,42,1
1079,73,1
1080,80,1
1081,21,2
1082,153,1
1083,88,1
1085,74,1
1086,70,1
1087,157,1
1088,23,1
1089,26,1
1090,68,1
1091,157,1
1092,88,1
1093,23,1
1094,26,1
1095,157,1
1096,88,1
1097,118,1
1098,149,1
1099,40,1
1101,72,1
1103,153,1
1104,152,1
1105,169,1
1106,40,1
1108,72,1
1110,153,1
1111,152,1
1112,169,1
1113,40,1
1114,68,1
1115,72,1
1116,74,1
1117,60,1
1118,40,1
1119,68,1
1120,72,1
1121,74,1
1122,60,1
1123,40,1
1124,68,1
1125,72,1
1126,60,1
1127,40,1
1128,72,1
1130,169,1
1131,110,1
1132,116,1
1133,132,1
1134,21,1
1135,107,1
1136,83,1
1137,78,1
1138,64,1
1139,174,1
1140,168,1
1141,157,1
1142,146,1
1143,70,1
1144,5,1
1145,9,1
1146,19,1
1147,149,1
1150,149,1
1153,83,1
1154,78,1
1155,149,1
1156,150,1
1157,23,1
1158,40,1
1159,72,1
1160,154,1
1161,153,1
1162,23,1
1163,40,1
1164,72,1
1165,154,1
1166,3,1
1167,4,1
1168,5,1
1169,7,1
1170,131,1
1171,88,1
1172,175,1
1173,155,1
1174,149,1
1175,78,1
1176,88,1
1177,159,1
1178,158,1
1179,81,1
1180,80,1
1181,91,1
1182,21,1
1183,70,1
1184,68,1
1185,80,1
1186,91,1
1187,21,1
1188,70,1
1189,149,1
1190,81,1
1191,171,1
1192,174,2
1193,74,2
1194,53,1
1195,52,1
1196,17,1
1197,45,1
1198,157,1
1199,88,1
1200,53,1
1201,52,1
1202,17,1
1203,45,1
1204,157,1
1205,88,1
1206,158,1
1207,88,1
1208,88,1
1209,88,1
1210,88,1
1211,88,1
1212,88,1
1213,88,1
1214,88,1
1215,88,1
1216,88,1
1217,88,1
1218,88,1
1219,118,1
1220,157,1
1221,81,1
1222,88,1
1223,19,1
1224,40,1
1225,4,1
1226,31,1
1227,70,1
1228,14,1
1229,91,1
1230,107,1
1231,170,1
1232,147,1
1233,141,1
1234,91,1
1235,21,1
1236,153,1
1237,24,1
1238,157,1
1239,72,1
1240,100,1
1241,3,1
1242,80,1
1243,157,1
1244,33,1
1245,80,1
1246,118,1
1247,149,1
1248,88,1
1249,149,1
1250,109,1
1251,124,1
1252,109,1
1253,124,1
1254,158,1
1255,21,1
1256,28,1
1257,25,1
1258,82,1
1259,104,1
1260,73,1
1261,174,1
1262,64,1
1263,43,1
1264,139,1
1265,149,1
1266,148,1
1267,78,1
1268,80,1
1269,24,1
1270,157,1
1271,118,1
1272,109,1
1273,171,1
1275,3,1
1276,20,1
1277,153,1
1278,95,1
1281,104,1
1282,105,1
1283,114,1
1284,119,1
1285,109,1
1286,110,1
1287,115,1
1288,126,1
1289,116,1
1290,82,1
1291,175,1
1292,119,1
1293,109,1
1294,110,1
1295,115,1
1296,126,1
1297,116,1
1298,139,2
1299,140,1
1300,141,1
1301,80,1
1302,81,1
1303,33,1
1304,40,1
1305,72,1
1306,153,1
1307,21,1
1308,70,1
1309,149,1
1310,80,1
1311,158,1
1312,83,1
1313,153,1
1314,95,1
1317,153,1
1318,95,1
1320,104,1
1321,149,1
1322,172,1
1323,109,1
1324,108,1
1325,21,1
1326,153,2
1327,5,1
1328,90,1
1329,174,1
1330,27,1
1331,34,1
1332,101,1
1333,64,1
1334,62,1
1335,40,1
1336,80,1
1337,81,1
1338,108,1
1339,139,1
1340,40,1
1341,28,1
1342,138,1
1343,40,1
1344,68,1
1345,70,1
1346,28,1
1347,14,1
1348,4,2
1349,61,1
1350,20,1
1351,174,1
1352,153,1
1353,44,1
1355,119,1
1356,20,1
1357,174,1
1358,153,1
1360,158,1
1361,60,1
1362,134,1
1363,21,1
1364,31,1
1365,68,1
1366,157,1
1367,7,1
1368,19,1
1369,152,1
1370,62,1
1371,64,1
1372,7,1
1373,19,1
1374,152,1
1375,64,1
1376,124,1
1377,116,1
1378,72,1
1379,20,1
1380,21,1
1381,17,1
1382,163,1
1383,21,1
1384,7,1
1385,40,1
1386,68,1
1387,21,1
1388,26,1
1389,154,1
1390,74,1
1391,153,1
1392,20,1
1393,20,1
1394,106,1
1395,23,1
1396,21,1
1397,149,1
1398,23,1
1399,47,1
1400,6,1
1401,135,1
1402,170,1
1403,135,1
1404,170,1
1405,118,1
1406,124,1
1407,22,1
1408,68,1
1409,131,1
1410,20,1
1411,60,1
1412,89,1
1413,119,1
1414,149,1
1415,148,1
1416,116,1
1417,91,1
1418,91,1
1419,171,1
1420,91,1
1421,171,1
1422,108,1
1423,3,1
1424,4,1
1425,108,1
1426,17,1
1427,20,1
1428,150,1
1429,150,1
1430,160,1
1431,80,1
1432,107,1
1433,93,2
1434,80,1
1435,82,1
1436,40,1
1437,20,1
1438,98,1
1439,80,1
1440,86,1
1441,101,1
1442,20,1
1443,3,1
1444,15,1
1445,33,1
1446,152,1
1447,174,1
1448,21,2
1449,136,2
1450,21,2
1451,136,2
1452,61,1
1453,174,1
1454,64,1
1455,61,1
1456,174,1
1457,64,1
1458,158,1
1459,101,1
1460,101,1
1461,149,1
1462,124,1
1463,113,1
1464,129,1
1465,108,2
1466,118,2
1467,119,2
1468,121,2
1469,173,1
1470,91,1
1471,81,1
1472,98,1
1478,104,1
1479,166,1
1480,80,1
1481,80,1
1482,81,1
1483,68,1
1484,45,2
1485,72,1
1486,147,1
1487,22,1
1488,67,1
1489,22,1
1490,26,1
1491,17,1
1492,118,1
1493,70,1
1494,26,1
1495,165,1
1496,31,1
1497,72,2
1498,149,1
1499,149,1
1500,26,1
1501,22,1
1502,66,1
1503,153,1
1504,72,1
1505,71,1
1506,40,1
1507,62,1
1508,64,1
1509,152,1
1510,5,1
1511,61,1
1512,62,1
1513,64,1
1514,152,1
1515,5,1
1516,156,1
1517,153,1
1519,158,1
1520,134,1
1521,149,1
1522,33,1
1523,150,1
1524,158,1
1525,160,1
1526,163,1
1527,164,2
1528,150,1
1529,158,1
1530,160,1
1531,163,1
1532,164,2
1533,109,1
1534,110,1
1535,115,1
1536,116,1
1537,13,1
1538,15,1
1539,17,1
1540,19,1
1541,21,2
1542,26,2
1543,82,2
1544,22,1
1545,32,1
1546,40,1
1547,68,1
1548,174,1
1549,169,1
1550,166,4
1551,82,1
1552,80,1
1553,91,1
1554,80,1
1555,82,1
1556,15,1
1557,20,1
1558,79,1
1559,83,1
1560,82,1
1561,21,1
1562,23,1
1563,152,1
1564,20,1
1565,28,1
1566,112,1
1567,21,1
1568,68,1
1569,34,1
1570,81,1
1571,21,1
1572,154,1
1573,153,1
1574,32,1
1575,77,1
1576,24,1
1578,78,1
1579,102,1
1580,153,1
1582,90,1
1583,119,1
1584,114,1
1585,131,1
1586,120,1
1587,101,2
1588,101,1
1589,100,1
1590,106,1
1591,88,1
1592,100,1
1593,106,1
1594,88,1
1595,149,1
1596,157,1
1597,20,1
1598,108,1
1599,40,1
1600,7,1
1601,160,1
1602,93,1
1605,88,1
1606,158,1
1607,21,2
1608,64,1
1609,153,1
1610,23,1
1611,20,1
1612,80,1
1613,23,1
1614,20,1
1615,80,1
1616,47,1
1617,23,1
1618,20,1
1619,80,1
1620,108,1
1621,172,1
1622,128,1
1623,150,1
1624,68,1
1625,124,1
1626,62,1
1627,174,1
1628,124,1
1629,62,1
1630,174,1
1631,119,1
1632,158,1
1633,152,1
1634,158,1
1635,80,1
1636,171,1
1637,83,1
1638,107,1
1639,141,1
1640,172,1
1641,83,1
1642,152,1
1643,40,1
1644,158,1
1645,149,1
1646,158,1
1647,149,1
1648,109,1
1649,120,1
1650,109,1
1651,120,1
1652,80,1
1653,79,1
1654,20,1
1655,15,1
1656,18,1
1657,22,1
1658,105,1
1659,83,1
1660,171,1
1661,19,2
1662,67,1
1663,71,1
1664,146,1
1665,19,1
1666,67,1
1667,71,1
1668,146,1
1669,80,1
1670,82,1
1671,147,1
1672,153,1
1673,158,1
1674,158,1
1675,149,1
1676,165,1
1677,150,1
1678,149,1
1679,171,1
1680,134,1
1681,68,1
1682,73,1
1683,174,1
1684,157,1
1685,68,1
1686,81,1
1687,91,1
1688,150,1
1689,150,1
1691,73,1
1692,153,1
1693,119,1
1694,91,1
1695,89,1
1696,81,1
1697,98,1
1698,171,1
1699,73,1
1700,40,1
1701,72,1
1702,68,1
1703,71,1
1704,20,1
1705,21,1
1706,17,1
1707,23,1
1708,45,1
1709,73,1
1710,40,1
1711,16,1
1712,61,1
1713,23,1
1714,157,1
1715,158,1
1716,68,1
1717,153,1
1718,152,1
1719,44,1
1720,40,1
1721,108,1
1722,175,1
1723,40,1
1724,24,1
1725,82,1
1726,106,1
1727,89,1
1728,108,1
1729,172,1
1730,82,1
1731,81,1
1732,21,2
1733,40,1
1734,115,1
1735,150,1
1737,100,1
1738,115,1
1739,119,1
1740,106,1
1741,91,1
1742,81,1
1743,158,1
1744,91,1
1745,171,1
1746,134,1
1747,105,1
1748,171,1
1749,171,1
1750,106,1
1751,175,1
1752,89,1
1753,64,1
1754,174,1
1755,104,1
1756,172,1
1757,17,1
1758,70,1
1759,74,1
1760,20,1
1761,18,1
1762,158,1
1763,71,1
1764,72,1
1765,153,1
1766,118,1
1767,80,1
1768,136,1
1769,88,1
1770,82,1
1771,101,1
1772,118,1
1773,156,1
1774,163,1
1775,160,1
1776,161,1
1777,141,1
1778,156,1
1779,141,1
1780,60,1
1781,17,1
1782,178,1
1783,119,1
1784,10,2
1785,158,1
1786,120,1
1787,172,1
1788,171,1
1789,80,1
1790,148,1
1791,5,1
1792,116,1
1793,83,1
1794,149,1
1795,74,1
1796,60,1
1797,40,1
1798,45,1
1799,21,1
1800,27,1
1801,68,1
1802,177,1
1803,147,1
1804,149,1
1805,86,1
1806,63,1
1807,156,1
1809,40,1
1810,7,1
1811,129,1
1812,158,1
1813,70,1
1815,70,1
1817,70,1
1819,165,1
1820,158,1
1821,83,1
1823,40,1
1824,107,1
1825,21,1
1826,149,1
1827,21,1
1828,40,1
1829,68,1
1830,178,1
1831,44,1
1832,24,1
1833,66,1
1834,77,1
1835,116,1
1836,64,1
1837,62,1
1838,178,1
1839,40,1
1840,148,1
1841,160,2
1842,40,1
1843,27,1
1844,157,1
1845,163,1
1846,17,2
1847,40,2
1848,8,1
1849,67,1
1850,68,1
1851,152,1
1852,167,1
1854,150,1
1855,171,1
1856,101,1
1857,91,1
1858,104,1
1859,150,1
1860,171,1
1861,101,1
1862,91,1
1863,107,1
1864,149,1
1865,88,1
1866,82,1
1867,88,1
1868,88,1
1869,82,1
1870,81,1
1871,20,1
1872,154,1
1873,21,1
1874,118,1
1875,80,1
1876,175,1
1877,135,1
1878,80,1
1879,175,1
1880,135,1
1882,135,1
1883,175,1
1884,80,1
1885,118,1
1886,80,1
1887,17,1
1888,44,1
1889,7,1
1890,3,1
1891,33,1
1892,17,1
1893,44,1
1894,7,1
1895,3,1
1896,33,1
1897,155,1
1898,91,1
1899,73,1
1900,40,1
1901,153,1
1902,4,1
1903,72,1
1904,45,1
1905,169,1
1906,178,1
1907,153,1
1908,171,1
1909,175,1
1910,136,2
1911,29,1
1912,22,1
1913,178,1
1914,20,1
1915,73,1
1916,40,1
1917,178,1
1918,19,1
1919,127,1
1920,83,1
1921,31,1
1922,45,1
1923,174,1
1924,14,1
1925,26,1
1926,177,1
1927,171,1
1928,40,1
1929,72,1
1930,152,1
1931,154,1
1932,40,1
1933,72,1
1934,152,1
1935,154,1
1936,68,1
1937,34,1
1938,42,1
1939,70,1
1940,81,1
1941,91,1
1942,108,1
1943,179,1
1944,157,1
1945,23,1
1946,153,1
1947,81,1
1948,21,1
1950,153,1
1951,73,1
1952,174,1
1953,149,1
1954,158,1
1955,178,1
1956,62,1
1957,80,1
1958,82,1
1959,175,1
1960,125,1
1961,155,1
1962,147,1
1963,149,1
1964,177,1
1965,24,1
1966,59,1
1967,118,1
1968,149,1
1969,82,1
1970,125,1
1971,119,1
1972,62,1
1973,60,1
1974,17,1
1975,153,1
1976,178,1
1977,40,1
1978,158,1
1979,171,1
1980,5,1
1981,153,1
1982,72,1
1983,146,1
1984,21,1
1985,73,1
1986,153,1
1987,4,1
1988,3,1
1989,88,1
1990,80,1
1991,106,1
1992,104,1
1993,178,1
1994,146,1
1995,21,1
1996,73,1
1997,153,1
1998,4,1
1999,3,1
2000,80,1
2001,88,1
2002,106,1
2003,148,1
2004,178,1
2005,21,1
2006,20,1
2007,26,1
2008,24,1
2009,131,1
2010,106,1
2011,105,1
2012,89,1
2013,158,1
2014,119,1
2015,177,1
2016,179,1
2017,26,1
2018,68,1
2019,157,1
2020,26,1
2021,20,1
2022,32,1
2023,108,1
2024,115,1
2025,178,1
2026,136,1
2027,20,1
2028,24,1
2029,178,1
2030,82,1
2031,175,1
2032,20,1
2033,24,1
2034,178,1
2035,82,1
2036,175,1
2037,20,1
2038,24,1
2039,178,1
2040,82,1
2041,175,1
2042,20,1
2043,24,1
2044,178,1
2045,82,1
2046,175,1
2047,178,1
2048,68,1
2049,82,1
2050,106,1
2051,175,1
2052,177,1
2053,68,1
2054,73,1
2055,125,1
2056,149,1
2057,149,1
2058,159,1
2059,171,1
2060,158,1
2061,171,1
2062,158,1
2063,59,1
2064,31,1
2065,136,4
2066,118,1
2067,125,1
2068,158,1
2070,171,1
2071,40,1
2072,62,1
2073,131,1
2076,149,1
2077,108,1
2078,179,1
2079,131,1
2080,119,1
2081,108,1
2082,116,1
2083,21,2
2084,153,1
2085,104,1
2086,150,1
2087,33,1
2088,158,1
2089,118,1
2090,148,1
2091,169,1
2092,66,2
2093,157,2
2095,158,1
2096,64,1
2097,158,1
2098,149,1
2099,174,1
2100,21,1
2101,70,1
2102,80,1
2103,22,1
2104,24,1
2105,179,1
2106,33,1
2107,34,1
2109,158,1
2110,149,1
2111,158,1
2112,155,1
2113,159,1
2114,178,1
2115,175,1
2116,106,1
2117,72,1
2119,153,1
2120,21,1
2121,17,1
2122,4,1
2123,158,1
2124,21,1
2125,17,1
2126,4,1
2127,153,1
2128,70,1
2129,77,1
2130,23,1
2131,74,1
2132,179,1
2133,153,1
2134,77,1
2135,23,1
2136,74,1
2137,179,1
2138,118,1
2139,21,1
2140,177,1
2141,20,1
2142,157,1
2143,68,1
2144,158,1
2145,20,1
2146,68,1
2147,23,1
2148,31,1
2149,157,1
2150,26,1
2151,28,1
2152,29,1
2153,70,1
2154,24,1
2155,119,1
2156,73,1
2157,40,1
2159,74,1
2160,72,1
2161,73,1
2162,40,1
2163,153,1
2164,178,1
2165,26,1
2166,17,1
2167,157,1
2168,178,1
2169,178,1
2170,80,1
2171,148,1
2172,13,1
2173,7,1
2174,118,1
2175,178,1
2177,107,1
2178,140,1
2179,21,1
2180,167,1
2181,171,1
2182,47,1
2183,80,1
2184,108,1
2185,178,1
2186,179,1
2187,17,1
2188,73,1
2190,158,1
2191,179,1
2192,19,4
2193,178,1
2194,82,1
2195,83,1
2196,158,1
2197,158,1
2198,83,1
2199,21,1
2200,153,1
2201,68,1
2202,21,1
2203,27,1
2204,32,1
2205,82,1
2206,20,1
2207,23,1
2208,72,1
2209,17,1
2210,177,1
2211,80,1
2212,153,1
2213,158,1
2214,9,1
2215,158,1
2216,149,1
2217,125,1
2218,79,1
2219,86,1
2220,80,1
2221,88,1
2222,106,1
2223,175,1
2224,100,1
2225,81,1
2226,79,1
2227,88,1
2228,106,1
2229,175,1
2230,100,1
2231,81,1
2232,60,1
2233,74,1
2234,73,1
2235,147,1
